prefix,function,expansion
"['pow', 'ln', 'add', 'mul', 's-', '1', 'x', 'acot', 'cos', 'x', 's+', '6']",log(-x + acot(cos(x)))**6,-x**4*(-3840/pi**3 + 7680*log(pi/4)/pi**3 - 3520*log(pi/4)**2/pi**3 - 15*log(pi/4)**2/pi + 384*log(pi/4)**3/pi**3 + 3*log(pi/4)**3/pi - log(pi/4)**3 - 96*log(pi/4)**3/pi**2 + 720*log(pi/4)**2/pi**2 - 960*log(pi/4)/pi**2)*log(pi/4)**2/pi - 4*x**3*(30*log(pi/4)/pi - 6*log(pi/4)**2/pi + 32*log(pi/4)**2/pi**2 - 240*log(pi/4)/pi**2 + 320/pi**2)*log(pi/4)**3/pi - 12*x**2*(-20/pi + 4*log(pi/4)/pi - log(pi/4)/2)*log(pi/4)**4/pi - 24*x*log(pi/4)**5/pi + log(pi/4)**6
"['pow', 'tan', 'add', 'x', 'pow', 'cos', 'x', 's+', '2', 's+', '5']",tan(x + cos(x)**2)**5,5*x**4*(1 + tan(1)**2)*(-39*(1 + tan(1)**2)*tan(1)**3 - 18*(1 + tan(1)**2)**2*tan(1) - 6*tan(1)**5 + tan(1)**3 + tan(1)**6 + 3*tan(1)**4 + 6*(1 + tan(1)**2)*tan(1)**2 + 3*(1 + tan(1)**2)**3 + 16*(1 + tan(1)**2)*tan(1)**4 + 22*(1 + tan(1)**2)**2*tan(1)**2)*tan(1)/3 + 5*x**3*(1 + tan(1)**2)*(-12*(1 + tan(1)**2)*tan(1) - 6*tan(1)**3 + 2*tan(1)**4 + 6*(1 + tan(1)**2)**2 + 13*(1 + tan(1)**2)*tan(1)**2)*tan(1)**2/3 + 5*x**2*(1 + tan(1)**2)*(-tan(1) + 2 + 3*tan(1)**2)*tan(1)**3 + 5*x*(1 + tan(1)**2)*tan(1)**4 + tan(1)**5
"['add', 'pow', 'x', 's+', '2', 'asin', 'pow', 'x', 'x']",x**2 + asin(x**x),pi/2
"['add', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '3', 'cos', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'add', 'mul', 's+', '8', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's+', '3', 'mul', 's+', '1', '2', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's+', '2']",8*x**3*cos(sqrt(x))**3 + 12*x**3*cos(sqrt(x))**2 + 6*x**3*cos(sqrt(x)) + x**3,27*x**3
"['add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'sin', 'add', 'mul', 's-', '1', 'x', 'mul', 'x', 'sin', 'x']",x**4 - sin(x*sin(x) - x),5*x**4/3 - x**3/6 - x**2 + x
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '2', 'x', 'mul', 'x', 'tan', 'mul', 's+', '2', 'x']",x**2 + x*tan(2*x) + 2*x,8*x**4/3 + 3*x**2 + 2*x
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 'pow', 'x', 's+', '2', 'exp', 'mul', 's-', '2', 'sin', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'exp', 'mul', 's-', '1', 'sin', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",x**2 + 2*x**2*exp(-sin(x**2 - x)) + x**2*exp(-2*sin(x**2 - x)),-x**4 + 4*x**3 + 4*x**2
"['cos', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '7']",cos(x**7 + x**2),1 - x**4/2
"['add', 'x', 'mul', 's-', '1', 'mul', 'cos', 'x', 'exp', 'mul', 's-', '1', 'x']",x - exp(-x)*cos(x),x**4/6 - x**3/3 + 2*x - 1
"['add', 'mul', 's-', '1', 'sin', 'x', 'cos', 'x']",-sin(x) + cos(x),x**4/24 + x**3/6 - x**2/2 - x + 1
"['mul', 's-', '1', 'sin', 'add', 'pow', 'x', 's+', '2', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",-sin(x**21 - x**2),x**2
"['pow', 'pow', 'acos', 'sin', 'x', 's+', '5', 'x']",(acos(sin(x))**5)**x,x**4*(-120*log(pi**5/32)**2/pi - 240*log(pi**5/32)/pi**2 - 320/pi**3 + log(pi**5/32)**4 + 1200/pi**2)/24 + x**3*(-60*log(pi**5/32)/pi - 60/pi**2 + log(pi**5/32)**3)/6 + x**2*(-20/pi + log(pi**5/32)**2)/2 + x*log(pi**5/32) + 1
"['add', 'mul', 's-', '1', 'sin', 'x', 'add', 'mul', 's+', '2', 'x', 'tan', 'x']",2*x - sin(x) + tan(x),x**3/2 + 2*x
"['sin', 'pow', 'cos', 'x', 'acos', 'x']",sin(cos(x)**acos(x)),x**4*(-3*pi**2*sin(1)/4 - pi*cos(1) + 3*pi**2*cos(1)/4)/24 + x**3*cos(1)/2 - pi*x**2*cos(1)/4 + sin(1)
"['add', 'pow', 'asin', 'pow', 'mul', 's-', '1', 'x', 'x', 's+', '2', 'add', 'pow', 'sin', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'asin', 'pow', 'mul', 's-', '1', 'x', 'x', 'sin', 'x']",sin(x)**2 + 2*sin(x)*asin((-x)**x) + asin((-x)**x)**2,pi**2/4
"['sin', 'cos', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sin(cos(sqrt(x))),sin(1)
"['add', 'pow', 'cos', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '1', '0', 'mul', 'pow', 'x', 's+', '3', 'cos', 'x', 'add', 'mul', 's-', '5', 'mul', 'x', 'pow', 'cos', 'x', 's+', '2', 'add', 'mul', 's+', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1']",-x**5 + 5*x**4*sqrt(cos(x)) - 10*x**3*cos(x) + 10*x**2*cos(x)**(3/2) - 5*x*cos(x)**2 + cos(x)**(5/2),-185*x**4/96 - 5*x**3 + 35*x**2/4 - 5*x + 1
"['add', 's-', '1', 'add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'add', 'acos', 'x', 'sin', 'x']",-x**3 - x + sin(x) + acos(x) - 1,-4*x**3/3 - x - 1 + pi/2
"['mul', 'pow', 'x', 's+', '2', 'tan', 'tan', 'x']",x**2*tan(tan(x)),x**3
"['add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'x', 'add', 'mul', 's-', '1', 'sin', 'x', 'acot', 'x', 's-', '1', 'mul', 'pow', 'x', 'x', 'pow', 'add', 'x', 'add', 'mul', 's-', '1', 'sin', 'x', 'acot', 'x', 's-', '1']",x**2/(x - sin(x) + acot(x)) + x**x/(x - sin(x) + acot(x)),2/pi
"['add', 'pow', 'sin', 'add', 'pow', 'x', 's+', '3', 'sin', 'x', 's+', '2', '0', 'mul', 's-', '1', 'x']",-x + sin(x**3 + sin(x))**20,-x
"['add', 'x', 'cos', 'add', 'pow', 'x', 's+', '2', 'mul', 'x', 'cos', 'x']",x + cos(x**2 + x*cos(x)),x**4/24 - x**3 - x**2/2 + x + 1
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'tan', 'pow', 'x', 's+', '6', 's+', '2', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '3', 'tan', 'pow', 'x', 's+', '6']",x**4 + 2*x**3*tan(x**6) + x**2*tan(x**6)**2,x**4
"['mul', 'x', 'pow', 'add', 's+', '1', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x', 's-', '1']",x/(x**2*sin(x) + 1),-x**4 + x
"['tan', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '4', 'mul', 'pow', 'x', 's+', '5', 'cos', 'x']",tan(x**5*cos(x) - x**4 + x**2),-x**4 + x**2
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 'pow', 'acot', 'x', 's+', '6', 'pow', 'cos', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'mul', 'pow', 'acot', 'x', 's+', '3', 'cos', 'x']",x**2 + 2*x*cos(x)*acot(x)**3 + cos(x)**2*acot(x)**6,x**4*(-75*pi**4/2 - 48 + pi**6/8 + 120*pi**2)/24 + x**3*(-63*pi**3/4 + 18*pi + 3*pi**5/2)/6 + x**2*(-pi**6/32 - 3*pi**2 + 2 + 15*pi**4/8)/2 + x*(-3*pi**5/16 + pi**3/4) + pi**6/64
"['pow', 'mul', 'exp', 'pow', 'x', 's+', '3', 'mul', 'exp', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'exp', 'mul', 'pow', 'x', 's+', '2', 'sin', 's+', '1', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(exp(-x**2)*exp(x**3)*exp(x**2*sin(1))),x**4*(-6*sin(1) + 3*(-2 + 2*sin(1))**2/4 - 3*(-2 + 2*sin(1))*sin(1) + 6*sin(1)**2)/24 + x**3/2 + x**2*(-1 + sin(1))/2 + 1
"['mul', 'x', 'pow', 'sin', 'pow', 'cos', 'pow', 'x', 's+', '3', 's+', '5', 's+', '2']",x*sin(cos(x**3)**5)**2,x*sin(1)**2
"['add', 'mul', 's-', '1', 'x', 'acot', 'mul', 'x', 'acot', 'x']",-x + acot(x*acot(x)),x**4*(-6*pi**2 - 8)/24 + pi**3*x**3/24 + x**2 + x*(-pi/2 - 1) + pi/2
"['add', 'x', 'mul', 'x', 'tan', 'tan', 'x']",x*tan(tan(x)) + x,2*x**4/3 + x**2 + x
"['add', 'x', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '3']",16*x**3 + x,16*x**3 + x
"['tan', 'add', 'pow', 'acot', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'add', 'mul', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'tan', 'x']",tan(-sqrt(x) + tan(x) + sqrt(acot(x))),tan(sqrt(2)*sqrt(pi)/2)
"['sin', 'pow', 'pow', 'x', 's+', '5', 'pow', 'x', 's+', '5']",sin((x**5)**(x**5)),sin(1)
"['add', 'x', 'mul', 's-', '1', 'mul', 'x', 'tan', 'sin', 'x']",-x*tan(sin(x)) + x,-x**4/6 - x**2 + x
"['sin', 'add', 'mul', 'acos', 'pow', 'x', 's+', '5', 'sin', 'x', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'acos', 'pow', 'x', 's+', '5']",sin(2*x**2*acos(x**5) + sin(x)*acos(x**5)),-pi**3*x**4/8 + x**3*(-pi**3/8 - pi/2)/6 + pi*x**2 + pi*x/2
"['add', 'pow', 'cos', 'pow', 'x', 's+', '2', 's+', '5', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '1', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'pow', 'x', 's+', '2', 's+', '2', 'add', 'mul', 's-', '5', 'mul', 'x', 'pow', 'cos', 'pow', 'x', 's+', '2', 's+', '4', 'add', 'mul', 's+', '5', 'mul', 'pow', 'x', 's+', '4', 'cos', 'pow', 'x', 's+', '2', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'pow', 'x', 's+', '2', 's+', '3']",-x**5 + 5*x**4*cos(x**2) - 10*x**3*cos(x**2)**2 + 10*x**2*cos(x**2)**3 - 5*x*cos(x**2)**4 + cos(x**2)**5,5*x**4/2 - 10*x**3 + 10*x**2 - 5*x + 1
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'pow', 'x', 's+', '4']",-x**4 - x**3 + x**2,-x**4 - x**3 + x**2
"['tan', 'add', 's+', '1', 'add', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'tan', 'x', 'mul', 's+', '2', 'x']",tan(x**6 + 2*x - tan(x) + 1),x**4*(1 + tan(1)**2)*(-2*tan(1) + tan(1)**3 + 2*(1 + tan(1)**2)*tan(1))/3 + x**3*(1 + tan(1)**2)*tan(1)**2 + x**2*(1 + tan(1)**2)*tan(1) + x*(1 + tan(1)**2) + tan(1)
"['pow', 'add', 'pow', 'x', 's+', '1', '0', 'cos', 'tan', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(x**10 + cos(tan(x))),-17*x**4/96 - x**2/4 + 1
"['add', 's+', '3', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '5']",x**5 + x**2 + 3,x**2 + 3
"['add', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'add', 'x', 'mul', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1', 'pi']",x - pi/2 + 1/2,x - pi/2 + 1/2
"['add', 'mul', 's-', '1', 'mul', 'x', 'acos', 'x', 'sin', 'x']",-x*acos(x) + sin(x),x**4/6 - x**3/6 + x**2 + x*(1 - pi/2)
"['add', 'pow', 'x', 's+', '4', 'mul', 'pow', 'x', 's+', '4', 'sin', 'x']",x**4*sin(x) + x**4,x**4
"['acos', 'add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'sin', 'x']",acos(-sqrt(x) + x - sin(x)),pi/2
"['add', 'mul', 's-', '1', 'sin', 'mul', 's+', '2', 'x', 'tan', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1']",-sin(2*x) + tan(x/cos(x)),13*x**3/6 - x
"['mul', 's-', '1', 'acot', 'add', 'mul', 's-', '1', 'x', 'mul', 'x', 'sin', 'pow', 'x', 's+', '2']",-acot(x*sin(x**2) - x),4*x**3/3 - x - pi/2
"['acot', 'pow', 'sin', 'x', 'x']",acot(sin(x)**x),pi/4
"['add', 'mul', 's-', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'pow', 'x', 's+', '3']",4*x**3 - 2*x**2,4*x**3 - 2*x**2
"['add', 'x', 'pow', 'add', 'x', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's-', '1']",x + 1/(x + sqrt(1 - x**2)),23*x**4/8 - 2*x**3 + 3*x**2/2 + 1
"['acot', 'cos', 'add', 'x', 'mul', 'x', 'sin', 'x']",acot(cos(x*sin(x) + x)),7*x**4/24 + x**3/2 + x**2/4 + pi/4
"['tan', 'add', 'mul', 's+', '3', 'x', 'exp', 'pow', 'x', 's+', '2']",tan(3*x + exp(x**2)),x**4*(1 + tan(1)**2)*(6*tan(1) + 57 + 162*tan(1)**2 + 162*tan(1)**3 + 324*(1 + tan(1)**2)*tan(1))/6 + x**3*(1 + tan(1)**2)*(27 + 18*tan(1) + 81*tan(1)**2)/3 + x**2*(1 + 9*tan(1))*(1 + tan(1)**2) + x*(3 + 3*tan(1)**2) + tan(1)
"['add', 'mul', 's+', '2', 'x', 'add', 'asin', 'x', 'asin', 'add', 'pow', 'x', 's+', '6', 'add', 'pow', 'cos', 'x', 's+', '6', 'add', 'mul', 's+', '6', 'mul', 'x', 'pow', 'cos', 'x', 's+', '5', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '5', 'cos', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '4', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'cos', 'x', 's+', '2', 'mul', 's+', '2', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'x', 's+', '3']",2*x + asin(x) + asin(x**6 + 6*x**5*cos(x) + 15*x**4*cos(x)**2 + 20*x**3*cos(x)**3 + 15*x**2*cos(x)**4 + 6*x*cos(x)**5 + cos(x)**6),pi/2
"['pow', 'acot', 'mul', 's+', '3', 'x', 's+', '3']",acot(3*x)**3,-81*pi*x**4 + x**3*(-162 + 81*pi**2/2)/6 + 27*pi*x**2/2 - 9*pi**2*x/4 + pi**3/8
"['mul', 'x', 'acos', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",x*acos(2*x**3 + 2*x**2),-2*x**4 - 2*x**3 + pi*x/2
"['add', 's+', '1', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '6', 'mul', 's-', '2', 'pow', 'x', 's+', '2']",-x**6 - 2*x**2 + 1,1 - 2*x**2
"['mul', 'asin', 'x', 'exp', 'pow', 'tan', 'pow', 'x', 's+', '2', 's+', '4']",exp(tan(x**2)**4)*asin(x),x**3/6 + x
"['mul', 'x', 'exp', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",x*exp(2*x**2*sin(x)),2*x**4 + x
"['add', 'pow', 'x', 's+', '5', 'mul', 's-', '1', 'pow', 'pow', 'cos', 'mul', 's+', '2', 'x', 's+', '5', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x**5 - sqrt(cos(2*x)**5),-55*x**4/6 + 5*x**2 - 1
"['mul', 'pow', 'acos', 'x', 's-', '1', 'asin', 'x']",asin(x)/acos(x),x**4*(8/pi + 8*(1 + 24/pi**2)/pi)/(12*pi) + x**3*(1 + 24/pi**2)/(3*pi) + 4*x**2/pi**2 + 2*x/pi
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '1', '0', 'mul', 's-', '2', 'x']",-x**10 + x**2 - 2*x,x**2 - 2*x
"['add', 'x', 'mul', 's-', '1', 'mul', 'acos', 'x', 'sin', 'add', 'x', 'mul', 's-', '1', 'cos', 'x']",x - sin(x - cos(x))*acos(x),x**4*(-pi*sin(1) + 7*pi*cos(1)/2 + 12*sin(1))/24 + x**3*(-3*pi*sin(1)/2 + pi*cos(1)/2 + 3*cos(1) + 2*sin(1))/6 + x**2*(-pi*sin(1)/2 - pi*cos(1)/2 + 2*cos(1))/2 + x*(-pi*cos(1)/2 - sin(1) + 1) + pi*sin(1)/2
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '2', 'pow', 'x', 's+', '6']",-2*x**6 + x**2,x**2
"['add', 'x', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'exp', 'x', 'exp', 'mul', 's+', '2', 'x', 's-', '1']",x**2/(x**4 + 2*x**2*exp(x) + exp(2*x)) + x,-2*x**3 + x**2 + x
"['acot', 'add', 'mul', 's-', '1', 'x', 'add', 'cos', 's+', '1', 'tan', 'x']",acot(-x + tan(x) + cos(1)),-x**3/(3*(cos(1)**2 + 1)) + acot(cos(1))
"['add', 'pow', 'x', 's+', '1', '0', 'mul', 's+', '3', 'x']",x**10 + 3*x,3*x
"['acos', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '5']",acos(x**5 + x**2),-x**2 + pi/2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '1', '2', 'add', 'mul', 's-', '3', 'mul', 'pow', 'x', 's+', '4', 'exp', 'mul', 's+', '2', 'pow', 'acos', 'x', 's+', '6', 'add', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '8', 'exp', 'pow', 'acos', 'x', 's+', '6', 'exp', 'mul', 's+', '3', 'pow', 'acos', 'x', 's+', '6']",-x**12 + 3*x**8*exp(acos(x)**6) - 3*x**4*exp(2*acos(x)**6) + exp(3*acos(x)**6),x**4*(-72*exp(pi**6/32) + 45*pi**4*exp(3*pi**6/64)/2 + 270*pi**2*exp(3*pi**6/64) + 81*pi**10*exp(3*pi**6/64)/64 + 12555*pi**8*exp(3*pi**6/64)/64 + 10935*pi**14*exp(3*pi**6/64)/1024 + 6561*pi**20*exp(3*pi**6/64)/65536)/24 + x**3*(-729*pi**15*exp(3*pi**6/64)/4096 - 1215*pi**9*exp(3*pi**6/64)/128 - 45*pi**3*exp(3*pi**6/64) - 9*pi**5*exp(3*pi**6/64)/16)/6 + x**2*(45*pi**4*exp(3*pi**6/64)/8 + 81*pi**10*exp(3*pi**6/64)/256)/2 - 9*pi**5*x*exp(3*pi**6/64)/16 + exp(3*pi**6/64)
"['add', 'mul', 'x', 'asin', 'x', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acos', 'x', 's-', '5']",x**2/acos(x)**5 + x*asin(x),x**4*(4 + 46080/pi**7)/24 + 320*x**3/pi**6 + x**2*(64/pi**5 + 2)/2
"['add', 'x', 'mul', 'exp', 'pow', 'x', 's+', '2', 'exp', 'pow', 'x', 's+', '4']",x + exp(x**2)*exp(x**4),3*x**4/2 + x**2 + x + 1
"['sin', 'add', 'pow', 'x', 'mul', 's+', '5', 'x', 'add', 'mul', 's+', '3', '2', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '1', '0', 'mul', 'x', 'pow', 'x', 'mul', 's+', '4', 'x', 'add', 'mul', 's+', '4', '0', 'mul', 'pow', 'x', 's+', '2', 'pow', 'x', 'mul', 's+', '3', 'x', 'add', 'mul', 's+', '8', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'x', 'mul', 's+', '2', 'x', 'mul', 's+', '8', '0', 'mul', 'pow', 'x', 's+', '4', 'pow', 'x', 'x']",sin(32*x**5 + 80*x**4*x**x + 80*x**3*x**(2*x) + 40*x**2*x**(3*x) + 10*x*x**(4*x) + x**(5*x)),sin(1)
"['pow', 'sin', 'add', 'mul', 's+', '2', 'x', 'cos', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's+', '2']",sin(2*x + cos(sqrt(x)))**2,sin(1)**2
"['add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'add', 'mul', 'pow', 'x', 's+', '3', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'mul', 'pow', 'x', 's+', '6', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1']",x**6/(x**4 + 1) + x**3/(x**4 + 1) + x**2/(x**4 + 1),x**3 + x**2
"['add', 'mul', 's-', '6', '4', 'mul', 'pow', 'add', 's+', '1', 'add', 'mul', 's-', '1', '9', '2', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '1', '6', '0', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '5', '2', 'x', 'add', 'mul', 's+', '6', '0', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '6', '4', 'pow', 'x', 's+', '6', 'mul', 's+', '2', '4', '0', 'pow', 'x', 's+', '4', 's-', '1', 'sin', 'x', 'mul', 's+', '6', '4', 'mul', 'x', 'pow', 'add', 's+', '1', 'add', 'mul', 's-', '1', '9', '2', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '1', '6', '0', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '5', '2', 'x', 'add', 'mul', 's+', '6', '0', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '6', '4', 'pow', 'x', 's+', '6', 'mul', 's+', '2', '4', '0', 'pow', 'x', 's+', '4', 's-', '1']",64*x/(64*x**6 - 192*x**5 + 240*x**4 - 160*x**3 + 60*x**2 + 52*x + 1) - 64*sin(x)/(64*x**6 - 192*x**5 + 240*x**4 - 160*x**3 + 60*x**2 + 52*x + 1),-1664*x**4/3 + 32*x**3/3
"['cos', 'sin', 'cos', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",cos(sin(cos(x**2 - x))),x**4*(-3*cos(1)**2*cos(sin(1)) + 3*sin(1)*sin(sin(1)) + 11*sin(sin(1))*cos(1))/24 - x**3*sin(sin(1))*cos(1) + x**2*sin(sin(1))*cos(1)/2 + cos(sin(1))
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '9', 'mul', 's-', '1', 'sin', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",-x**9 + x - sin(2*x**2),-2*x**2 + x
"['mul', 's-', '1', 'acot', 'add', 'x', 'mul', 's-', '1', 'pow', 'tan', 'x', 's+', '3']",-acot(x - tan(x)**3),-4*x**3/3 + x - pi/2
"['add', 'pow', 'x', 's+', '6', 'sin', 's+', '1']",x**6 + sin(1),sin(1)
"['add', 'pow', 'x', 's+', '1', '2', 'add', 'pow', 'cos', 'x', 's+', '2', '4', 'add', 'mul', 's-', '7', '9', '2', 'mul', 'pow', 'x', 's+', '5', 'pow', 'cos', 'x', 's+', '1', '4', 'add', 'mul', 's-', '7', '9', '2', 'mul', 'pow', 'x', 's+', '7', 'pow', 'cos', 'x', 's+', '1', '0', 'add', 'mul', 's-', '2', '2', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'x', 's+', '1', '8', 'add', 'mul', 's-', '2', '2', '0', 'mul', 'pow', 'x', 's+', '9', 'pow', 'cos', 'x', 's+', '6', 'add', 'mul', 's-', '1', '2', 'mul', 'x', 'pow', 'cos', 'x', 's+', '2', '2', 'add', 'mul', 's-', '1', '2', 'mul', 'pow', 'x', 's+', '1', '1', 'pow', 'cos', 'x', 's+', '2', 'add', 'mul', 's+', '6', '6', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '2', '0', 'add', 'mul', 's+', '6', '6', 'mul', 'pow', 'x', 's+', '1', '0', 'pow', 'cos', 'x', 's+', '4', 'add', 'mul', 's+', '4', '9', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'cos', 'x', 's+', '1', '6', 'add', 'mul', 's+', '4', '9', '5', 'mul', 'pow', 'x', 's+', '8', 'pow', 'cos', 'x', 's+', '8', 'mul', 's+', '9', '2', '4', 'mul', 'pow', 'x', 's+', '6', 'pow', 'cos', 'x', 's+', '1', '2']",x**12 - 12*x**11*cos(x)**2 + 66*x**10*cos(x)**4 - 220*x**9*cos(x)**6 + 495*x**8*cos(x)**8 - 792*x**7*cos(x)**10 + 924*x**6*cos(x)**12 - 792*x**5*cos(x)**14 + 495*x**4*cos(x)**16 - 220*x**3*cos(x)**18 + 66*x**2*cos(x)**20 - 12*x*cos(x)**22 + cos(x)**24,-95*x**4 - 88*x**3 + 54*x**2 - 12*x + 1
"['pow', 'acot', 'add', 'pow', 'x', 'add', 's+', '3', 'x', 'mul', 'pow', 'x', 's+', '3', 'pow', 'x', 'add', 's+', '3', 'x', 's+', '6']",acot(x**3*x**(x + 3) + x**(x + 3))**6,pi**6/64
"['add', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'tan', 'x']",-x**2*tan(x) + x,-x**3 + x
