prefix,function,expansion
"['add', 'pow', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'tan', 'x']",sqrt(x**2) + tan(x),x**3/3
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'mul', 'x', 'cos', 'x']",-x**3 - x**2 + x*cos(x),-3*x**3/2 - x**2 + x
"['pow', 'x', 's+', '3']",x**3,x**3
"['acot', 'x']",acot(x),x**3/3 - x + pi/2
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",x**2 - x,x**2 - x
"['add', 'x', 'pow', 'x', 's+', '3']",x**3 + x,x**3 + x
"['add', 'x', 'pow', 'add', 's+', '2', 'mul', 's+', '2', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x + sqrt(2*x + 2),-5*sqrt(2)*x**4/128 + sqrt(2)*x**3/16 - sqrt(2)*x**2/8 + x*(sqrt(2)/2 + 1) + sqrt(2)
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",-x**2 + sqrt(1 - x**2),-x**4/8 - 3*x**2/2 + 1
"['mul', 's+', '3', 'pow', 'x', 's+', '2']",3*x**2,3*x**2
"['add', 'mul', 's-', '1', 'x', 'mul', 's+', '6', '4', 'pow', 'x', 's+', '6']",64*x**6 - x,-x
"['add', 'mul', 'x', 'tan', 'pow', 'x', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'tan', 'pow', 'x', 's+', '2']",x**2*tan(x**2) + x*tan(x**2),x**4 + x**3
"['mul', 'pow', 'x', 's+', '2', 'mul', 'pow', 'add', 'pow', 'x', 's+', '3', 'cos', 'x', 's-', '1', 'cos', 'x']",x**2*cos(x)/(x**3 + cos(x)),x**2
"['mul', 's+', '4', 'x']",4*x,4*x
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '1', '2', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '6', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '1', '0', 'mul', 's+', '6', 'pow', 'x', 's+', '8']",x**12 + 4*x**10 + 6*x**8 + 4*x**6 + x**4,x**4
"['mul', 'x', 'sin', 'exp', 'pow', 'x', 's+', '1', '2']",x*sin(exp(x**12)),x*sin(1)
"['add', 'mul', 's-', '2', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'pow', 'x', 's+', '5']",2*x**5 + 2*x**2 - 2*x,2*x**2 - 2*x
"['sin', 'x']",sin(x),-x**3/6 + x
"['pow', 'x', 's+', '3']",x**3,x**3
"['sin', 'add', 'x', 'cos', 'x']",sin(x + cos(x)),x**4*(-2*sin(1) + 7*cos(1))/24 + x**3*(-cos(1) + 3*sin(1))/6 + x**2*(-sin(1) - cos(1))/2 + x*cos(1) + sin(1)
"['tan', 'add', 'cos', 'x', 'cos', 'pow', 'x', 's+', '4']",tan(cos(x) + cos(x**4)),x**4*(1 + tan(2)**2)*(6*tan(2) + 1)/24 + x**2*(-tan(2)**2 - 1)/2 + tan(2)
"['sin', 'x']",sin(x),-x**3/6 + x
"['mul', 'x', 'tan', 'x']",x*tan(x),x**4/3 + x**2
"['add', 'pow', 'x', 's+', '6', 'mul', 's+', '3', 'x']",x**6 + 3*x,3*x
"['sin', 'add', 'x', 'pow', 'x', 's+', '2']",sin(x**2 + x),-x**4/2 - x**3/6 + x**2 + x
"['acos', 'sin', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4']",acos(sin(16*x**4)),-16*x**4 + pi/2
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '2', 'x', 'mul', 'x', 'cos', 'x']",x**2 + x*cos(x) - 2*x,-x**3/2 + x**2 - x
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'pow', 'x', 's+', '8', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '3', 'pow', 'x', 's+', '6', 'mul', 's+', '3', 'pow', 'x', 's+', '4']",x**8 - 3*x**6 + 3*x**4 - x**2,3*x**4 - x**2
"['add', 's+', '1', 'pow', 'x', 's+', '4']",x**4 + 1,x**4 + 1
"['mul', 'x', 'cos', 'tan', 'x']",x*cos(tan(x)),-x**3/2 + x
"['cos', 'add', 'x', 'cos', 'x']",cos(x + cos(x)),x**4*(-7*sin(1) - 2*cos(1))/24 + x**3*(sin(1) + 3*cos(1))/6 + x**2*(-cos(1) + sin(1))/2 - x*sin(1) + cos(1)
"['sin', 'cos', 'x']",sin(cos(x)),x**4*(-3*sin(1) + cos(1))/24 - x**2*cos(1)/2 + sin(1)
"['add', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'sin', 's+', '1']",2*x**2 + x + sin(1),2*x**2 + x + sin(1)
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1', 'mul', 's-', '1', 'mul', 'pow', 'cos', 'x', 's-', '1', 'exp', 'exp', 'pow', 'x', 's+', '4']",x/cos(x) - exp(exp(x**4))/cos(x),-29*E*x**4/24 + x**3/2 - E*x**2/2 + x - E
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x', 'mul', 's-', '1', 'mul', 'x', 'sin', 'x']",x**2*sin(x) - x*sin(x),x**4/6 + x**3 - x**2
"['mul', 's+', '8', 'pow', 'x', 's+', '3']",8*x**3,8*x**3
"['mul', 's-', '1', 'mul', 'x', 'acos', 'x']",-x*acos(x),x**4/6 + x**2 - pi*x/2
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
"['mul', 's+', '2', 'x']",2*x,2*x
"['mul', 's+', '3', 'x']",3*x,3*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 'x', 'acos', 'x']",-x**2 + x*acos(x),-x**4/6 - 2*x**2 + pi*x/2
"['add', 'mul', 'pow', 'x', 's+', '5', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'mul', 's+', '2', 'mul', 'x', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1']",x**5/(x**4 + 1) + 2*x/(x**4 + 1),2*x
"['add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '4']",-x**4 + x,-x**4 + x
"['mul', 'pow', 'x', 's+', '3', 'pow', 'add', 'x', 'cos', 'x', 's-', '1']",x**3/(x + cos(x)),-x**4 + x**3
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['acot', 'pow', 'x', 'add', 'x', 'pow', 'x', 's+', '2']",acot(x**(x**2 + x)),pi/4
"['add', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pi', 'mul', 's-', '1', 'x']",-x + pi/2,-x + pi/2
"['pow', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(cos(x)),-x**4/96 - x**2/4 + 1
"['add', 'pow', 'x', 's+', '1', '2', 'mul', 's-', '1', 'x']",x**12 - x,-x
"['add', 'mul', 's+', '4', 'x', 'mul', 'x', 'cos', 'x']",x*cos(x) + 4*x,-x**3/2 + 5*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",1 - x**2,1 - x**2
"['acos', 'add', 'mul', 'x', 'pow', 'tan', 'x', 'x', 'add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'tan', 'x', 'x', 'mul', 'pow', 'x', 's+', '6', 'pow', 'tan', 'x', 'x']",acos(x**6*tan(x)**x + x**2*tan(x)**x + x*tan(x)**x),pi/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'pow', 'tan', 'x', 's+', '6', 'add', 'mul', 's+', '2', 'x', 'add', 'mul', 's-', '1', '5', 'mul', 'pow', 'x', 's+', '2', 'pow', 'tan', 'x', 's+', '4', 'add', 'mul', 's-', '1', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'tan', 'x', 's+', '2', 'add', 'mul', 's+', '6', 'mul', 'x', 'pow', 'tan', 'x', 's+', '5', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '5', 'tan', 'x', 'mul', 's+', '2', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'tan', 'x', 's+', '3']",-x**6 + 6*x**5*tan(x) - 15*x**4*tan(x)**2 + 20*x**3*tan(x)**3 - 15*x**2*tan(x)**4 + 6*x*tan(x)**5 + 2*x - tan(x)**6,2*x
"['add', 'x', 'add', 'mul', 's+', '3', 'pow', 'x', 's+', '2', 'mul', 'x', 'sin', 'x']",3*x**2 + x*sin(x) + x,-x**4/6 + 4*x**2 + x
"['add', 's+', '1', 'pow', 'x', 's+', '2']",x**2 + 1,x**2 + 1
"['add', 'pow', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'sin', 'x']",sqrt(x**2) + sin(x),-x**3/6
"['add', 'mul', 'pow', 'cos', 'pow', 'x', 's+', '3', 's-', '3', 'cos', 'x', 'mul', 's-', '1', 'mul', 'x', 'pow', 'cos', 'pow', 'x', 's+', '3', 's-', '3']",-x/cos(x**3)**3 + cos(x)/cos(x**3)**3,x**4/24 - x**2/2 - x + 1
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['add', 's-', '1', 'x']",x - 1,x - 1
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 'x', 'sin', 'add', 'x', 'pow', 'x', 's+', '6']",-x**2 + x*sin(x**6 + x),-x**4/6
"['pow', 'x', 's+', '3']",x**3,x**3
"['mul', 'x', 'cos', 'x']",x*cos(x),-x**3/2 + x
"['mul', 'x', 'sin', 'x']",x*sin(x),-x**4/6 + x**2
"['asin', 'x']",asin(x),x**3/6 + x
"['mul', 's-', '1', 'pow', 'cos', 'add', 'x', 'mul', 's-', '1', 'cos', 'x', 's+', '4']",-cos(x - cos(x))**4,x**4*(-144*sin(1)**3*cos(1) - 24*sin(1)**4 - 28*cos(1)**4 + 156*sin(1)**2*cos(1)**2 + 244*sin(1)*cos(1)**3)/24 - 2*x**3*(-10*sin(1)*cos(1)**2 - 3*cos(1)**3 + 9*sin(1)**2*cos(1) + 6*sin(1)**3)*cos(1)/3 + 2*x**2*(-3*sin(1)**2 - sin(1)*cos(1) + cos(1)**2)*cos(1)**2 - 4*x*sin(1)*cos(1)**3 - cos(1)**4
"['cos', 'mul', 's+', '2', 'x']",cos(2*x),2*x**4/3 - 2*x**2 + 1
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['add', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",2*x**3 - x,2*x**3 - x
"['add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '3']",1 - x**3,1 - x**3
"['add', 'x', 'acos', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '6', 'mul', 's+', '3', 'x']",x + acos(2*x**6 + 3*x),-9*x**3/2 - 2*x + pi/2
"['pow', 'x', 's+', '3']",x**3,x**3
"['cos', 'add', 's+', '1', 'x']",cos(x + 1),x**4*cos(1)/24 + x**3*sin(1)/6 - x**2*cos(1)/2 - x*sin(1) + cos(1)
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'mul', 's-', '1', 'cos', 'x', 'add', 'mul', 's-', '1', 'tan', 'x', 'add', 'mul', 's-', '3', 'x', 'acot', 'x']",-3*x - cos(x) - tan(x) + acot(x),-x**4/24 + x**2/2 - 5*x - 1 + pi/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 's+', '1', 'x']",x + 1,x + 1
"['cos', 'add', 'x', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '5']",cos(x**5 + x**2 + x),-11*x**4/24 - x**3 - x**2/2 + 1
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['mul', 'pow', 'x', 'x', 'acot', 'x']",x**x*acot(x),pi/2
"['ln', 'add', 'pow', 'x', 'x', 'tan', 'cos', 'sin', 'pow', 'x', 's+', '2']",log(x**x + tan(cos(sin(x**2)))),log(1 + tan(1))
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'x', 'mul', 's+', '2', 'sin', 'x']",x + 2*sin(x),-x**3/3 + 3*x
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",x**2 - x,x**2 - x
"['add', 'x', 'pow', 'x', 's+', '4']",x**4 + x,x**4 + x
"['pow', 'x', 's+', '4']",x**4,x**4
"['mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2,2*x**2
"['add', 'x', 'mul', 's-', '1', 'ln', 'tan', 'add', 'exp', 'x', 'sin', 'x']",x - log(tan(exp(x) + sin(x))),x**4*(1 + tan(1)**2)*(-256*(1 + tan(1)**2)**2/tan(1)**2 - 96*tan(1) - 48*(1 + tan(1)**2)**2/tan(1)**3 - 1/tan(1) + 3*(1 + tan(1)**2)/tan(1)**2 + 64*tan(1)**2 + 186 + 96*(1 + tan(1)**2)/tan(1) + 96*(1 + tan(1)**2)**3/tan(1)**4)/24 + x**3*(1 + tan(1)**2)*(-32*tan(1) - 16*(1 + tan(1)**2)**2/tan(1)**3 - 12 + 6*(1 + tan(1)**2)/tan(1)**2 + 32*(1 + tan(1)**2)/tan(1))/6 + x**2*(1 + tan(1)**2)*(-8 - 1/tan(1) + 4*(1 + tan(1)**2)/tan(1)**2)/2 + x*(-2*(1 + tan(1)**2)/tan(1) + 1) - log(tan(1))
"['mul', 'pow', 'x', 's+', '2', 'pow', 'sin', 'cos', 'x', 's+', '2']",x**2*sin(cos(x))**2,-x**4*sin(1)*cos(1) + x**2*sin(1)**2
"['exp', 'x']",exp(x),x**4/24 + x**3/6 + x**2/2 + x + 1
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'acot', 'x', 's+', '4', 'add', 'mul', 's+', '4', 'mul', 'x', 'pow', 'acot', 'x', 's+', '3', 'add', 'mul', 's+', '4', 'mul', 'pow', 'x', 's+', '3', 'acot', 'x', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acot', 'x', 's+', '2']",x**4 + 4*x**3*acot(x) + 6*x**2*acot(x)**2 + 4*x*acot(x)**3 + acot(x)**4,pi**3*x**3/6 + pi**4/16
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'add', 'mul', 'x', 'cos', 'x', 'cos', 'x']",-x**3 + x*cos(x) + cos(x),x**4/24 - 3*x**3/2 - x**2/2 + x + 1
"['mul', 'pow', 'x', 's+', '2', 'pow', 'sin', 'cos', 'add', 'x', 'cos', 'x', 's-', '2']",x**2/sin(cos(x + cos(x)))**2,x**4*(-12*sin(1)*cos(cos(1))/sin(cos(1)) + 12*sin(1)**2 + 12*cos(1)*cos(cos(1))/sin(cos(1)) + 36*sin(1)**2*cos(cos(1))**2/sin(cos(1))**2)/(12*sin(cos(1))**2) + 2*x**3*sin(1)*cos(cos(1))/sin(cos(1))**3 + x**2/sin(cos(1))**2
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'sin', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'sin', 'x']",2*x**2 + 2*x*sin(x) - x - sin(x),-x**4/3 + x**3/6 + 4*x**2 - 2*x
"['mul', 'x', 'sin', 'x']",x*sin(x),-x**4/6 + x**2
"['add', 'pow', 'x', 's+', '5', 'mul', 's-', '1', 'x']",x**5 - x,-x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'x', 'pow', 'cos', 'x', 's+', '2']",x + cos(x)**2,x**4/3 - x**2 + x + 1
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'pow', 'x', 's+', '4']",-x**4 + x**2,-x**4 + x**2
"['cos', 'cos', 'add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '4', 'mul', 's-', '2', 'pow', 'x', 's+', '3']",cos(cos(x**4 - 2*x**3 + x**2)),x**4*sin(1)/2 + cos(1)
"['mul', 'x', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1']",x/sqrt(1 - x**2),x**3/2 + x
"['mul', 'x', 'exp', 'mul', 'x', 'pow', 'add', 'x', 'acos', 'x', 's-', '1']",x*exp(x/(x + acos(x))),4*x**4/(3*pi**3) + 2*x**3/pi**2 + 2*x**2/pi + x
"['cos', 'pow', 'x', 'add', 'x', 'pow', 'x', 's+', '2']",cos(x**(x**2 + x)),cos(1)
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pi']",pi/2,pi/2
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '1', '5', 'add', 'mul', 's+', '1', '5', 'x', 'add', 'mul', 's+', '1', '5', 'pow', 'x', 's+', '1', '4', 'add', 'mul', 's+', '1', '0', '5', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '1', '0', '5', 'pow', 'x', 's+', '1', '3', 'add', 'mul', 's+', '4', '5', '5', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '4', '5', '5', 'pow', 'x', 's+', '1', '2', 'add', 'mul', 's+', '1', '3', '6', '5', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '1', '3', '6', '5', 'pow', 'x', 's+', '1', '1', 'add', 'mul', 's+', '3', '0', '0', '3', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '3', '0', '0', '3', 'pow', 'x', 's+', '1', '0', 'add', 'mul', 's+', '5', '0', '0', '5', 'pow', 'x', 's+', '6', 'add', 'mul', 's+', '5', '0', '0', '5', 'pow', 'x', 's+', '9', 'add', 'mul', 's+', '6', '4', '3', '5', 'pow', 'x', 's+', '7', 'mul', 's+', '6', '4', '3', '5', 'pow', 'x', 's+', '8']",x**15 + 15*x**14 + 105*x**13 + 455*x**12 + 1365*x**11 + 3003*x**10 + 5005*x**9 + 6435*x**8 + 6435*x**7 + 5005*x**6 + 3003*x**5 + 1365*x**4 + 455*x**3 + 105*x**2 + 15*x + 1,1365*x**4 + 455*x**3 + 105*x**2 + 15*x + 1
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'pow', 'sin', 'x', 's+', '2', 'mul', 'x', 'sin', 'x']",x*sin(x) + sin(x)**2,-x**4/2 + 2*x**2
"['pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'acot', 'pow', 'x', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(1 - acot(x**x)**2),sqrt(1 - pi**2/16)
"['mul', 'pow', 'x', 's+', '3', 'exp', 'mul', 's-', '3', 'x']",x**3*exp(-3*x),-3*x**4 + x**3
"['add', 'x', 'exp', 'x']",x + exp(x),x**4/24 + x**3/6 + x**2/2 + 2*x + 1
"['mul', 's-', '1', 'pow', 'x', 's+', '3']",-x**3,-x**3
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'sin', 'x']",-x**2 + x + sin(x),-x**3/6 - x**2 + 2*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 'x', 'cos', 'pow', 'x', 's+', '2']",-x**2 + x*cos(x**2),-x**2 + x
"['add', 'mul', 'x', 'acot', 'x', 'mul', 'pow', 'pow', 'x', 's+', '4', 'x', 'acot', 'x']",x*acot(x) + (x**4)**x*acot(x),pi/2
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '5', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",-x**5 + 2*x**3 - x,2*x**3 - x
"['pow', 'cos', 'cos', 'x', 's-', '1']",1/cos(cos(x)),x**4*(sin(1)/cos(1) + 3 + 6*sin(1)**2/cos(1)**2)/(24*cos(1)) - x**2*sin(1)/(2*cos(1)**2) + 1/cos(1)
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '8', 'pow', 'x', 's+', '3', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '2']",x**4 + 8*x**3 + 16*x**2,x**4 + 8*x**3 + 16*x**2
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'sin', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",x**4 + 2*x**2*sin(x) + sin(x)**2,2*x**4/3 + 2*x**3 + x**2
"['add', 'mul', 's+', '2', 'x', 'mul', 'x', 'exp', 'x']",x*exp(x) + 2*x,x**4/6 + x**3/2 + x**2 + 3*x
"['mul', 's+', '2', 'mul', 'x', 'exp', 'x']",2*x*exp(x),x**4/3 + x**3 + 2*x**2 + 2*x
"['mul', 's+', '2', 'x']",2*x,2*x
"['cos', 'add', 'pow', 'x', 'x', 'cos', 'x']",cos(x**x + cos(x)),cos(2)
"['pow', 'x', 's+', '2']",x**2,x**2
"['sin', 'mul', 'x', 'asin', 'x']",sin(x*asin(x)),x**4/6 + x**2
"['add', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '4', 's-', '1', 'mul', 's-', '1', 'x']",-x + (1 - x**2)**(1/4),-3*x**4/32 - x**2/4 - x + 1
"['sin', 'pow', 'x', 's+', '4']",sin(x**4),x**4
"['add', 's+', '1', 'mul', 's-', '1', 'tan', 'x']",1 - tan(x),-x**3/3 - x + 1
"['tan', 'x']",tan(x),x**3/3 + x
"['pow', 'x', 's+', '4']",x**4,x**4
"['pow', 'asin', 'x', 's+', '2']",asin(x)**2,x**4/3 + x**2
"['cos', 'add', 'pow', 'x', 's+', '9', 'mul', 's-', '1', 'x']",cos(x**9 - x),x**4/24 - x**2/2 + 1
"['add', 'mul', 's+', '2', 'x', 'mul', 's+', '8', 'pow', 'x', 's+', '3']",8*x**3 + 2*x,8*x**3 + 2*x
"['mul', 's-', '1', 'x']",-x,-x
"['mul', 's+', '2', 'x']",2*x,2*x
"['ln', 'cos', 'x']",log(cos(x)),-x**4/12 - x**2/2
"['add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",-x**2 + x,-x**2 + x
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'pow', 'x', 's+', '4', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 'x', 'acot', 'x']",x**3 + x*acot(x) + sqrt(x**4),2*x**4/3 + 2*x**3
"['add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'x']",x**3 - x,x**3 - x
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x']",x/2,x/2
"['add', 'mul', 's+', '2', 'x', 'mul', 'mul', 's+', '1', 'pow', 's+', '3', 's-', '1', 'pow', 'x', 's+', '2']",x**2/3 + 2*x,x**2/3 + 2*x
"['mul', 'x', 'pow', 'cos', 'x', 's-', '1']",x/cos(x),x**3/2 + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '3', 'sin', 'x', 'sin', 'x']",-x**3*sin(x) + sin(x),-x**4 - x**3/6 + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'cos', 'x', 's+', '2']",cos(x)**2,x**4/3 - x**2 + 1
"['add', 'pow', 'x', 's+', '4', 'sin', 'x']",x**4 + sin(x),x**4 - x**3/6 + x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 'x', 'acos', 'x']",-x**2 + x*acos(x),-x**4/6 - 2*x**2 + pi*x/2
"['mul', 's-', '1', 'sin', 'add', 'pow', 'x', 's+', '6', 'mul', 's-', '1', 'x']",-sin(x**6 - x),-x**3/6 + x
"['add', 'x', 'pow', 'x', 's+', '4']",x**4 + x,x**4 + x
"['mul', 'x', 'sin', 'x']",x*sin(x),-x**4/6 + x**2
"['add', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 'pi', 'x', 'sin', 'x']",pi*x/2 + sin(x),-x**3/6 + x*(1 + pi/2)
"['mul', 'x', 'sin', 'x']",x*sin(x),-x**4/6 + x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '3']",x**3,x**3
"['mul', 'pow', 'add', 'mul', 'x', 'pow', 'add', 'x', 'exp', 'mul', 's+', '2', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 'pow', 'add', 'x', 'exp', 'mul', 's+', '2', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'exp', 'mul', 's+', '2', 'x', 's-', '1', 'sin', 'x']",sin(x)/(x*sqrt(x + exp(2*x)) + sqrt(x + exp(2*x))*exp(2*x)),-605*x**4/16 + 329*x**3/24 - 9*x**2/2 + x
"['add', 'mul', 'x', 'cos', 'x', 'mul', 'x', 'cos', 'pow', 'x', 's+', '6']",x*cos(x) + x*cos(x**6),-x**3/2 + 2*x
"['sin', 'add', 'x', 'pow', 'x', 'tan', 'mul', 's+', '3', 'x']",sin(x + x**tan(3*x)),sin(1)
"['add', 'mul', 's-', '2', 'x', 'tan', 'x']",-2*x + tan(x),x**3/3 - x
"['add', 'x', 'sin', 'x']",x + sin(x),-x**3/6 + 2*x
"['acot', 'x']",acot(x),x**3/3 - x + pi/2
"['mul', 'x', 'sin', 'x']",x*sin(x),-x**4/6 + x**2
"['add', 'x', 'acos', 'pow', 'x', 's+', '6']",x + acos(x**6),x + pi/2
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['sin', 'mul', 'exp', 'x', 'exp', 'pow', 'x', 's+', '4']",sin(exp(x)*exp(x**4)),x**4*(-6*sin(1) + 19*cos(1))/24 - x**3*sin(1)/2 + x**2*(-sin(1) + cos(1))/2 + x*cos(1) + sin(1)
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's+', '8', 'pow', 'x', 's+', '4', 'mul', 's+', '8', 'mul', 'pow', 'x', 's+', '3', 'tan', 'x']",8*x**4 + 8*x**3*tan(x) - x,16*x**4 - x
"['acot', 'add', 'x', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1']",acot(x**(3/2) + x),-x + pi/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['mul', 's-', '1', 'mul', 'x', 'pow', 'add', 'x', 'mul', 's-', '1', 'exp', 'mul', 's+', '6', 'x', 's-', '1']",-x/(x - exp(6*x)),19*x**4 + 7*x**3 - 5*x**2 + x
"['mul', 's-', '1', 'x']",-x,-x
"['pow', 'x', 's+', '2']",x**2,x**2
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['mul', 's+', '3', 'pow', 'x', 's+', '2']",3*x**2,3*x**2
"['mul', 's+', '2', 'x']",2*x,2*x
